6eUKZXaKkcviH0Ku9w2n3V,Ed Sheeran,14372425,['pop'],6eUKZXaKkcviH0Ku9w2n3V,"[{'height': 640, 'url': 'https://i.scdn.co/image/f0370da3f52161b07a461b4be9a64d0adbfb498d', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/e21f791b600f04f9dd8ad2b6d9b3304a82e048ca', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/f39b705ba6b1070c77bce4e9c21dff5bac96f21c', 'width': 160}]",99,"[['The Script'], ['James Bay'], ['Olly Murs'], ['James Arthur'], ['Birdy'], ['Shawn Mendes'], ['Jason Mraz'], ['Niall Horan'], ['One Direction'], ['The Vamps'], ['Little Mix'], ['Sam Smith'], ['ZAYN'], ['Charlie Puth'], ['JP Cooper'], ['James TW'], ['Hailee Steinfeld'], ['OneRepublic'], ['Passenger'], ['Jasmine Thompson']]"
4Q6nIcaBED8qUel8bBx6Cr,Jax Jones,83489,"['house', 'pop', 'tropical house']",4Q6nIcaBED8qUel8bBx6Cr,"[{'height': 640, 'url': 'https://i.scdn.co/image/2cc22c6bbb2d8b2d6cf661509ef9916360e26d49', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/76c45a2a57532b238ec980b82e26697e94167029', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/e3a3153c26de1d25341eec56bdd8386b15357ebd', 'width': 160}]",78,"[['Blonde'], ['Disciples'], ['Sigala'], ['Gorgon City'], ['Shift K3Y'], ['Matoma'], ['Mike Mago'], ['Duke Dumont'], ['EDX'], ['Felix Jaehn'], ['MK'], ['DJ S.K.T'], ['Michael Calfan'], ['CAZZETTE'], ['Example'], ['Tchami'], ['David Zowie'], ['Syn Cole'], ['Kungs'], ['Gestört aber GeiL']]"
26AHtbjWKiwYzsoGoUZq53,Pentatonix,1664087,"['a cappella', 'pop christmas', 'viral pop']",26AHtbjWKiwYzsoGoUZq53,"[{'height': 640, 'url': 'https://i.scdn.co/image/95e265610647e0e7f5774e843dae34e72c873fe8', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/82c26d89f496244f4e1fd145868c7cca7a0dcf9c', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/002648f0bdb4453175478cba1485acfb1b067c32', 'width': 160}]",85,"[['Home Free'], ['Peter Hollens'], ['Straight No Chaser'], ['BYU Vocal Point'], ['VoicePlay'], ['Tufts Beelzebubs'], ['Scott Hoying'], ['The Barden Bellas'], ['Mike Tompkins'], ['Street Corner Symphony'], ['The Dartmouth Aires'], ['The Sing-Off Contestants'], [""The Nor'easters""], ['Voctave'], ['University of Delaware Deltones'], ['Das Sound Machine'], ['Kinfolk 9'], ['Us The Duo'], ['The Treblemakers'], ['Afro Blue']]"
22bE4uQ6baNwSHPVcDxLCe,The Rolling Stones,3252108,"['album rock', 'british invasion', 'classic rock', 'folk rock', 'mellow gold', 'protopunk', 'rock', 'singer-songwriter']",22bE4uQ6baNwSHPVcDxLCe,"[{'height': 1000, 'url': 'https://i.scdn.co/image/b6b925d5b9f0b5fed8ad52ff887d7351bc7e26c7', 'width': 1000}, {'height': 640, 'url': 'https://i.scdn.co/image/a7082b6cb2a0ac9bb7f6ccdaf7d38f7a3e8db213', 'width': 640}, {'height': 200, 'url': 'https://i.scdn.co/image/5b1ea9897b63213a4892643a777b7ce924882857', 'width': 200}, {'height': 64, 'url': 'https://i.scdn.co/image/1b29e6020310c26922cbb3713ba0ee0c7b4ccb74', 'width': 64}]",84,"[['The Animals'], ['The Yardbirds'], ['Jimi Hendrix'], ['The Who'], ['The Kinks'], ['The Doors'], ['Cream'], ['Led Zeppelin'], ['The Hollies'], ['The Byrds'], ['Chuck Berry'], ['George Harrison'], ['Steve Miller Band'], ['Jefferson Airplane'], ['Lynyrd Skynyrd'], ['The Velvet Underground'], ['Eric Clapton'], ['Steppenwolf'], ['Janis Joplin'], ['Faces']]"
4MXUO7sVCaFgFjoTI5ox5c,Sufjan Stevens,504101,"['alternative rock', 'chamber pop', 'folk christmas', 'folk-pop', 'freak folk', 'indie christmas', 'indie folk', 'indie pop', 'indie rock', 'modern rock', 'neo mellow', 'neo-psychedelic', 'pop christmas', 'singer-songwriter', 'stomp and holler']",4MXUO7sVCaFgFjoTI5ox5c,"[{'height': 640, 'url': 'https://i.scdn.co/image/0548c39dccf31b7ee591acfd3146c95b7cfd25ea', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/cfe6465e57d23916804e75a113d72ddf09e39a29', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/26f08c6be063b570f12f5123edf904672461903c', 'width': 160}]",76,"[['Andrew Bird'], ['Iron & Wine'], ['Fleet Foxes'], ['The Antlers'], ['Dirty Projectors'], ['Perfume Genius'], ['Sharon Van Etten'], ['Grizzly Bear'], ['M. Ward'], ['Broken Social Scene'], ['Sun Kil Moon'], ['St. Vincent'], ['Conor Oberst'], ['Mount Eerie'], ['Cass McCombs'], ['Neutral Milk Hotel'], ['Destroyer'], ['Volcano Choir'], ['Yo La Tengo'], ['Animal Collective']]"
2fBURuq7FrlH6z5F92mpOl,Digitalism,152696,"['alternative dance', 'big beat', 'dance-punk', 'electro house', 'electronic', 'filter house', 'indietronica', 'new rave', 'synthpop']",2fBURuq7FrlH6z5F92mpOl,"[{'height': 640, 'url': 'https://i.scdn.co/image/43493894fe8e982b5195854ddb8c4eca956ca52a', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/7273d16daab45d94ff06cbb856f4fe0945be7983', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/1ccc0ae9396a151c12a656385c4ec6836c49d360', 'width': 160}]",60,"[['Simian Mobile Disco'], ['Soulwax'], ['Boys Noize'], ['Vitalic'], ['Midnight Juggernauts'], ['The Whip'], ['MSTRKRFT'], ['Justice'], ['The Bloody Beetroots'], ['The Presets'], ['The Toxic Avenger'], ['Busy P'], ['Danger'], ['Does It Offend You, Yeah?'], ['Yuksek'], ['Mr. Oizo'], ['Sebastian'], ['Kavinsky'], ['Cut Copy'], ['Siriusmo']]"
2sil8z5kiy4r76CRTXxBCA,The Goo Goo Dolls,584361,"['alternative rock', 'modern rock', 'neo mellow', 'permanent wave', 'pop rock', 'post-grunge', 'rock']",2sil8z5kiy4r76CRTXxBCA,"[{'height': 1000, 'url': 'https://i.scdn.co/image/6350e3aaea9824904eae87f99bf387024a8034e6', 'width': 1000}, {'height': 640, 'url': 'https://i.scdn.co/image/ea8f84a9e1a7db7651a964854439333f348b926a', 'width': 640}, {'height': 200, 'url': 'https://i.scdn.co/image/471873a6ebcae42529ef212d52531442ff14f4ae', 'width': 200}, {'height': 64, 'url': 'https://i.scdn.co/image/6d27420d367e4b2f4cd804b9e491534987a30259', 'width': 64}]",75,"[['Matchbox Twenty'], ['Vertical Horizon'], ['Third Eye Blind'], ['Better Than Ezra'], ['Tonic'], ['Collective Soul'], ['Dishwalla'], ['Gin Blossoms'], ['Sugar Ray'], ['The Calling'], ['Hootie & The Blowfish'], ['Eve 6'], ['Rob Thomas'], ['Sister Hazel'], ['Five For Fighting'], ['Everclear'], ['Semisonic'], ['Toad The Wet Sprocket'], ['The Wallflowers'], ['Lifehouse']]"
6TIYQ3jFPwQSRmorSezPxX,Machine Gun Kelly,893010,"['hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",6TIYQ3jFPwQSRmorSezPxX,"[{'height': 640, 'url': 'https://i.scdn.co/image/596309b80b738e4524bc70ba47fb3c7e837d6fbf', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/1744e79565d68f08684bb3ddd90dd44b7c1e3f05', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/724774ed8b291ea961d2dfb775499c2c9bee0218', 'width': 160}]",83,"[['Yelawolf'], ['Chris Webby'], ['Tech N9ne'], ['Gorilla Zoe'], ['Krizz Kaliko'], ['Lil Wyte'], ['Hopsin'], ['Rittz'], ['Waka Flocka Flame'], ['Dizzy Wright'], ['Chamillionaire'], ['Jarren Benton'], ['Futuristic'], ['Juicy J'], ['B.o.B'], ['Ace Hood'], ['Stitches'], ['Caskey'], ['Bad Meets Evil'], ['Mac Miller']]"
4O15NlyKLIASxsJ0PrXPfz,Lil Uzi Vert,2462913,['rap'],4O15NlyKLIASxsJ0PrXPfz,"[{'height': 640, 'url': 'https://i.scdn.co/image/17f68c8464b468546a6b0a717708842a3cc4b79d', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/622c13394c3cf2ed8197edb6f0121b7f3ce8912f', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/7b94c58fe065dc4443d4be1727d2165aed0758bf', 'width': 160}]",96,"[['Desiigner'], ['A$AP Ferg'], ['A$AP Mob'], ['Lil Yachty'], ['Ugly God'], ['21 Savage'], ['Playboi Carti'], ['Kodak Black'], ['PnB Rock'], ['Young Thug'], ['Travis Scott'], ['MadeinTYO'], ['Wale'], ['Cousin Stizz'], ['A Boogie Wit da Hoodie'], ['Fetty Wap'], ['Bankroll Mafia'], ['YoungBoy Never Broke Again'], ['Ski Mask The Slump God'], ['Jay Critch']]"
2LSJrlndCuTpdEluvYHc2E,S. Carey,40417,"['chamber pop', 'folk-pop', 'indie anthem-folk', 'indie folk', 'indie pop', 'stomp and holler']",2LSJrlndCuTpdEluvYHc2E,"[{'height': 640, 'url': 'https://i.scdn.co/image/fdfe32f5f36388a22a84d6d090bb93b5ed42301c', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/463030f0673195f0faa39b9c3f3ef5cdd33adbc4', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/272ad0f470f04d5db86efd70297dd28476abf973', 'width': 160}]",60,"[['Volcano Choir'], ['DeYarmond Edison'], ['Horse Feathers'], ['Patrick Watson'], ['J. Tillman'], ['Gem Club'], ['James Vincent McMorrow'], ['Villagers'], ['Bon Iver'], ['Fionn Regan'], ['Perfume Genius'], ['Sam Amidon'], ['Bowerbirds'], ['The Antlers'], ['Lost In The Trees'], ['The Middle East'], ['The Tallest Man On Earth'], ['Damien Jurado'], ['Sufjan Stevens'], ['Fleet Foxes']]"
