79HbBkVgOVUuVhuTJ50pIx,Teenage Wrist,4094,[],79HbBkVgOVUuVhuTJ50pIx,"[{'height': 640, 'url': 'https://i.scdn.co/image/607b5a84bdb37dafd2ce6b9eff12ecef4029b508', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/cb0f2c9679fdfc0b434ac8fa41fb1ddab6d38cdb', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/e8c7ab8126b8bd1a173e5e6d31bb0733709490cd', 'width': 160}]",43,"[['Gleemer'], ['Infinity Girl'], ['Nothing'], ['Mumrunner'], ['Deafcult'], ['Narrow Head'], ['Cloakroom'], ['I Was Afraid'], ['No Sun'], ['Newmoon'], ['Funeral Advantage'], ['Paerish'], ['Secret Space'], ['Death Of Lovers'], ['Whirr'], ['Hum'], ['Creepoid'], ['Happy Diving'], ['Big Jesus'], ['Wildhoney']]"
46ZKkiF5p7EUjBL0JknTxQ,Konata Small,828,[],46ZKkiF5p7EUjBL0JknTxQ,"[{'height': 640, 'url': 'https://i.scdn.co/image/22e49b2184c7766aca7867744a5ccb08bd0e6dc6', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/7f3033b008e50c74bb53a4e62f1e0a26308a8c73', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/437cf374d2a79ca8cea620fb173421e2ffaf2ace', 'width': 160}]",37,"[['Jarry Manna'], ['Ty Brasel'], ['Lawren'], ['Mogli the Iceburg'], ['Adrian Stresow'], ['Aaron Cole'], ['Zauntee'], ['Joey Jewish'], ['Hyper Fenton'], ['Big Yae'], ['Lathan Warlick'], ['Fvmeless'], ['Davis Absolute'], ['Kaleb Mitchell'], ['C.J King'], ['Shiwan'], ['Surf Gvng'], [""Ki'Shon""], ['Ikilledmarlon'], ['Byron Juane']]"
0rZp7G3gIH6WkyeXbrZnGi,Novo Amor,84911,"['chamber pop', 'indie anthem-folk', 'indie folk']",0rZp7G3gIH6WkyeXbrZnGi,"[{'height': 640, 'url': 'https://i.scdn.co/image/148ff2fe4729cb79c45b84ae1db7372429afb66a', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/1f63e7f498bbf4243b120c9d90a6687bbb00921f', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/181a123d49b417738ba0bd042d75305cddc3199f', 'width': 160}]",71,"[['The Paper Kites'], ['Liza Anne'], ['Dustin Tebbutt'], ['Little May'], ['Tall Heights'], ['flora cash'], ['Siv Jakobsen'], ['RY X'], ['Ed Prosek'], ['Roo Panes'], ['Field Division'], ['Billie Marten'], ['Matthew And The Atlas'], ['Imaginary Future'], ['Axel Flovent'], ['Joshua Hyslop'], ['S. Carey'], ['Luke Sital-Singh'], ['Harrison Storm'], ['Leo Stannard']]"
2mV8aJphiSHYJf43DxL7Gt,Chromeo,200199,"['alternative dance', 'dance-punk', 'filter house', 'indietronica', 'new rave', 'nu disco', 'retro electro', 'synthpop']",2mV8aJphiSHYJf43DxL7Gt,"[{'height': 640, 'url': 'https://i.scdn.co/image/d3845b0119f4cb5375847b0b7bf93b43d942077b', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/031dbbee9f11e77da1d1737b8e9d35566655e105', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/5479a8c44bae20aea13cf453c2a6014ee532bc0f', 'width': 160}]",64,"[['Cut Copy'], ['Miami Horror'], ['Holy Ghost!'], ['Breakbot'], ['Digitalism'], ['Simian Mobile Disco'], ['Hot Chip'], ['MSTRKRFT'], ['Penguin Prison'], ['Classixx'], ['Friendly Fires'], ['Ghostland Observatory'], ['Justice'], ['Aeroplane'], ['Hercules & Love Affair'], ['!!!'], ['Tesla Boy'], ['The Knocks'], ['Empire of the Sun'], ['Escort']]"
5y2Xq6xcjJb2jVM54GHK3t,John Legend,2661301,"['indie r&b', 'neo mellow', 'neo soul', 'pop', 'pop christmas', 'pop rap', 'r&b', 'soul christmas', 'urban contemporary']",5y2Xq6xcjJb2jVM54GHK3t,"[{'height': 640, 'url': 'https://i.scdn.co/image/3e431e58af3903f54c265185f8db57c01aeb25b2', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/f481aabff6322123326ba9b8984df95d3b51c55c', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/cb3e33f869a528b3c2847332d0dac89d6c5d49c8', 'width': 160}]",85,"[['Ne-Yo'], ['Robin Thicke'], ['Aloe Blacc'], ['Alicia Keys'], [""D'Angelo""], ['Pharrell Williams'], ['Mary J. Blige'], ['Raphael Saadiq'], ['Jill Scott'], ['R. Kelly'], ['Macy Gray'], ['Estelle'], ['Anthony Hamilton'], ['Ms. Lauryn Hill'], ['Maxwell'], ['Van Hunt'], ['Keyshia Cole'], ['Jazmine Sullivan'], ['CeeLo Green'], ['Erykah Badu']]"
5iqStkZi6QmG8sgQZQrfGN,Danielle Bradbery,62105,"['contemporary country', 'country', 'modern country rock', 'viral pop']",5iqStkZi6QmG8sgQZQrfGN,"[{'height': 640, 'url': 'https://i.scdn.co/image/808f9afda08f909014f37ec8c443a1cae9480b36', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/90bf0d0671ab72d60ed64151ccc7da1e57823eb9', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/5b946224a4146713fecb617a48b44b0f8cc942ed', 'width': 160}]",63,"[['RaeLynn'], ['Cassadee Pope'], ['Lauren Alaina'], ['Craig Wayne Boyd'], ['Kelsea Ballerini'], ['Kacey Musgraves'], ['Mickey Guyton'], ['The Swon Brothers'], ['Emily Ann Roberts'], ['Sunny Sweeney'], ['Maggie Rose'], ['Sara Evans'], ['Miranda Lambert'], ['Jessie James Decker'], ['Kalie Shorr'], ['Jana Kramer'], ['Kellie Pickler'], ['Maren Morris'], ['Jordan Rager'], ['Lee Ann Womack']]"
2eam0iDomRHGBypaDQLwWI,Bleachers,184655,"['indie pop', 'indie poptimism', 'indietronica', 'modern rock', 'pop', 'shimmer pop']",2eam0iDomRHGBypaDQLwWI,"[{'height': 640, 'url': 'https://i.scdn.co/image/defc7eb579b8de1956c6624075b80816cbb413c9', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/fa912833bcd417143da374eed142e1acccdcddbc', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/fafc3a2455bc732d30e05159ede4535e9eceb133', 'width': 160}]",71,"[['Vinyl Theatre'], ['COIN'], ['WALK THE MOON'], ['Smallpools'], ['Matt and Kim'], ['Colony House'], ['The Format'], ['Night Riots'], ['Jukebox The Ghost'], ['Nate Ruess'], ['Bad Suns'], ['Neon Trees'], ['Young the Giant'], ['MUNA'], ['Vampire Weekend'], ['Andrew McMahon in the Wilderness'], ['Hippo Campus'], ['MisterWives'], ['Young Rising Sons'], ['Grouplove']]"
3RqBeV12Tt7A8xH3zBDDUF,Kelsea Ballerini,252933,"['contemporary country', 'country', 'country road', 'modern country rock']",3RqBeV12Tt7A8xH3zBDDUF,"[{'height': 640, 'url': 'https://i.scdn.co/image/48e4567b0ff39cf10f62da6c7e7a9f914e35fd55', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/1f2edd966971494728573f2565b8aaa532612199', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/f6b429b8033dcf6a06ff20b63b601202f2be59bf', 'width': 160}]",76,"[['Kane Brown'], ['RaeLynn'], ['Russell Dickerson'], ['Lauren Alaina'], ['Danielle Bradbery'], ['Kip Moore'], ['Chase Bryant'], ['Dylan Scott'], ['Dylan Schneider'], ['Maren Morris'], ['Jessie James Decker'], ['Canaan Smith'], ['Brothers Osborne'], ['Seth Ennis'], ['Cole Swindell'], ['Dan + Shay'], ['Sara Evans'], ['Maddie & Tae'], ['Chris Lane'], ['Drake White']]"
6r54QO0889i9vqaeuruUSn,Keeno,14393,"['chillstep', 'drum and bass', 'liquid funk', 'vocaloid']",6r54QO0889i9vqaeuruUSn,"[{'height': 640, 'url': 'https://i.scdn.co/image/6aa9080ef9c3c2b5028916887e27564e7a58dc28', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/7bacd9cf32c9ee16710792e683670bc082f027c1', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/45e22e2ac647f8f3818c2801ddb2dd8132e0df8c', 'width': 160}]",56,"[['Etherwood'], ['Fred V & Grafix'], ['Metrik'], ['S.P.Y'], ['Logistics'], ['Loadstar'], ['DC Breaks'], ['Maduk'], ['Friction'], ['Hugh Hardie'], ['Cyantific'], ['Wilkinson'], ['Ownglow'], ['Nu:Tone'], ['Whiney'], ['TC'], ['Brookes Brothers'], ['Technimatic'], ['Alix Perez'], ['Danny Byrd']]"
1pRaG81GsVtaTBuVSpldt2,Pop Evil,147985,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal', 'rap rock']",1pRaG81GsVtaTBuVSpldt2,"[{'height': 640, 'url': 'https://i.scdn.co/image/dd63567cfddaa1d5a0e7cf809353925cb25a3462', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/0fa607e5d7a4a05927fedc208868bc032ca966c9', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/53f34c4184a99edc5ddb6bc67baa06e9e7ec866f', 'width': 160}]",64,"[['Art Of Dying'], ['Rev Theory'], ['Adelitas Way'], ['Saving Abel'], ['Royal Bliss'], ['Egypt Central'], ['Deepfield'], ['Stereoside'], ['The Veer Union'], ['Cavo'], ['Tantric'], ['My Darkest Days'], ['Rains'], ['Aranda'], ['Jet Black Stare'], ['Eve To Adam'], [""Shaman's Harvest""], ['Burn Halo'], ['One Less Reason'], ['Evans Blue']]"
6c0qylj1D1gqcUUN2P8Ofp,Javiera Mena,76799,['chilean rock'],6c0qylj1D1gqcUUN2P8Ofp,"[{'height': 640, 'url': 'https://i.scdn.co/image/9faf0c139882bb63bf09e3f073f88b54b7e5fb75', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/a68b75185854868b07fac5caf022ebf4a94fd1c3', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/081af81f364ff232289ae33397402ddc2dc47cbe', 'width': 160}]",55,"[['Alex Anwandter'], ['Gepe'], ['Mon Laferte'], ['Planeta No'], ['Alex & Daniel'], ['Tunacola'], ['( Me Llamo ) Sebastián'], ['Fármacos'], ['Dulce y Agraz'], ['Marineros'], ['Dúo Niágara'], ['Denise Rosenthal'], ['Tus Amigos Nuevos'], ['Niño Cohete'], ['Francisca Valenzuela'], ['Hot Box Machine'], ['Sonsout'], ['Javier Cavacini'], ['Supernova'], ['Paz Court']]"
6BoGPE6HncyAwa1Ka8uQVn,Amanda Cook,84,[],6BoGPE6HncyAwa1Ka8uQVn,"[{'height': 640, 'url': 'https://i.scdn.co/image/61d318902f1fe9f4e871d520172fe629d78dcf59', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/dc1251faf6dee6658ec8762557de45a4c3d2ff8c', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/49d2ec0515fcd2f71488569e8b75af2fbfd004e4', 'width': 64}]",27,"[['WorshipMob'], ['Lindy Conant'], ['Steffany Gretzinger'], ['Housefires'], ['Bryan & Katie Torwalt'], ['Stu Garrard'], ['Kalley Heiligenthal'], ['Jeremy Riddle'], ['Hannah McClure'], ['Sean Feucht'], ['Kristene Dimarco'], ['Jenn Johnson'], ['Mosaic MSC'], ['Bethel Music'], ['Red Rocks Worship'], ['Kim Walker-Smith'], ['Matt Stinton'], ['Misty Edwards'], ['Cageless Birds'], ['United Pursuit']]"
0LyfQWJT6nXafLPZqxe9Of,Various Artists,318169,[],0LyfQWJT6nXafLPZqxe9Of,[],0,[]
2cFrymmkijnjDg9SS92EPM,blackbear,929327,[],2cFrymmkijnjDg9SS92EPM,"[{'height': 640, 'url': 'https://i.scdn.co/image/b28a6d76166370d4b8d26102d63dd1a58fe8bdb9', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/7296f1e8b9670c42a5f8b1d53435e9c672421ba4', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/de50bee61a08ad9ab4f5cad2fa23c1f8c9c3c757', 'width': 160}]",89,"[['gnash'], ['Kehlani'], ['mansionz'], ['Aminé'], ['Travis Scott'], ['Jon Bellion'], ['Roy Woods'], ['MOD SUN'], ['Hoodie Allen'], ['Jaden Smith'], ['Bryson Tiller'], ['Jhene Aiko'], ['Mac Miller'], ['Amir Obe'], ['Russ'], ['Luke Christopher'], ['dvsn'], ['Vic Mensa'], ['Niykee Heaton'], ['William Singe']]"
6CQGrt3AJ2gx5oMSR0mwbl,1K Phew,4009,[],6CQGrt3AJ2gx5oMSR0mwbl,"[{'height': 640, 'url': 'https://i.scdn.co/image/06fec7fc3649f099110dac206a68dd99e5d6c718', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/fb4703c78fa3fb78b87ff10f8bd57f3fe2c612ad', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/8a9eda49f9a74aec3e68d45598e32fc3289e39e5', 'width': 160}]",56,"[['Joey Jewish'], ['Mogli the Iceburg'], ['Wordsplayed'], ['Kaleb Mitchell'], ['Aha Gazelle'], ['Ty Brasel'], ['Taelor Gray'], ['Lawren'], ['Brvndon P'], ['nobigdyl.'], ['Tony Tillman'], ['Adrian Stresow'], ['Beleaf'], ['Zauntee'], ['Jarry Manna'], ['Shiwan'], ['Ruslan'], ['Deraj'], ['GAWVI'], ['Steven Malcolm']]"
